rank,ticker,name,category,history_yr,start,cagr,n_matched,diversity,med_21d,win_21d,med_63d,win_63d,med_252d,win_252d
272,PNW,PNW,US Equity,26.5,2000-01-03,0.0938,1140,ROBUST,0.01,0.5962,0.0223,0.6094,0.1233,0.6553
273,GL,GL,US Equity,26.5,2000-01-03,0.1174,1140,ROBUST,0.0138,0.6392,0.0399,0.7353,0.1216,0.6465
274,ECL,ECL,US Equity,26.5,2000-01-03,0.1207,1140,ROBUST,0.0088,0.5671,0.0411,0.7014,0.1212,0.9237
275,AMT,AMT,US Equity,26.5,2000-01-03,0.0822,1140,ROBUST,0.0186,0.6006,0.0354,0.6456,0.1209,0.693
276,BMY,BMY,US Equity,26.5,2000-01-03,0.0395,1140,ROBUST,0.0076,0.5605,0.0197,0.5468,0.1201,0.6684
277,PKG,PKG,US Equity,26.5,2000-01-28,0.1539,1140,ROBUST,0.0176,0.6195,0.0428,0.6697,0.1187,0.7711
278,ALL,ALL,US Equity,26.5,2000-01-03,0.1239,1140,ROBUST,0.0129,0.594,0.0305,0.6463,0.1184,0.6781
279,RF,RF,US Equity,26.5,2000-01-03,0.0539,1140,ROBUST,0.0086,0.5503,0.0235,0.5814,0.1181,0.6939
280,KEY,KEY,US Equity,26.5,2000-01-03,0.0401,1140,ROBUST,0.0056,0.5372,0.0271,0.6184,0.1174,0.6991
281,DD,DD,US Equity,26.5,2000-01-03,0.1695,1139,ROBUST,0.0173,0.5955,0.0366,0.6272,0.1169,0.6892
282,CB,CB,US Equity,26.5,2000-01-03,0.1455,1140,ROBUST,0.0119,0.5926,0.0438,0.6817,0.1168,0.8684
283,APA,APA,US Equity,26.5,2000-01-03,0.0498,1140,ROBUST,0.0091,0.535,0.0115,0.5219,0.1165,0.6333
284,AON,AON,US Equity,26.5,2000-01-03,0.1035,1140,ROBUST,0.0109,0.5838,0.0256,0.5973,0.116,0.7175
285,PLD,PLD,US Equity,26.5,2000-01-03,0.1174,1140,ROBUST,0.0186,0.6152,0.0522,0.6606,0.1158,0.7026
286,BIIB,BIIB,US Equity,26.5,2000-01-03,0.0739,1140,ROBUST,0.0076,0.5379,0.0143,0.5294,0.1152,0.6272
287,RJF,RJF,US Equity,26.5,2000-01-03,0.1586,1140,ROBUST,0.019,0.6064,0.0271,0.5958,0.1147,0.7737
288,CMG,CMG,US Equity,20.5,2006-01-26,0.1947,943,MODERATE,0.0155,0.5685,0.0575,0.581,0.1144,0.5419
289,CMS,CMS,US Equity,26.5,2000-01-03,0.0661,1140,ROBUST,0.0084,0.5765,0.0359,0.678,0.1141,0.7649
290,CAH,CAH,US Equity,26.5,2000-01-03,0.1103,1140,ROBUST,0.0118,0.5539,0.0415,0.6154,0.114,0.6833
291,TT,TT,US Equity,26.5,2000-01-03,0.1537,1140,ROBUST,0.0191,0.6093,0.0574,0.6599,0.1137,0.7658
292,GWW,GWW,US Equity,26.5,2000-01-03,0.1522,1140,ROBUST,0.0228,0.6392,0.0494,0.6802,0.1125,0.8105
293,CHD,CHD,US Equity,26.5,2000-01-03,0.1407,1140,ROBUST,0.0111,0.6006,0.0215,0.586,0.1125,0.7377
294,VLO,VLO,US Equity,26.5,2000-01-03,0.2019,1140,ROBUST,0.0337,0.6261,0.071,0.6561,0.1104,0.6737
295,BDX,BDX,US Equity,26.5,2000-01-03,0.1028,1140,ROBUST,0.0051,0.5488,0.016,0.586,0.11,0.6395
296,ATCO-A.ST,Atlas Copco A,Swedish,26.8,2000-01-03,0.1583,1138,ROBUST,0.0206,0.6054,0.0427,0.6335,0.1086,0.6063
297,ADM,ADM,US Equity,26.5,2000-01-03,0.1017,1140,ROBUST,0.0092,0.5437,0.0237,0.552,0.1086,0.5939
298,EIX,EIX,US Equity,26.5,2000-01-03,0.071,1140,ROBUST,0.0205,0.6203,0.052,0.7081,0.1081,0.6474
299,COP,COP,US Equity,26.5,2000-01-03,0.1093,1140,ROBUST,0.0125,0.5656,0.0166,0.5656,0.1077,0.6544
300,SPGI,SPGI,US Equity,26.5,2000-01-03,0.1232,1140,ROBUST,0.0082,0.5496,0.0254,0.583,0.1062,0.5737
301,DAL,DAL,US Equity,19.2,2007-05-03,0.0891,609,THIN,0.02,0.5517,0.0587,0.5799,0.1059,0.647
302,ROP,ROP,US Equity,26.5,2000-01-03,0.1314,1140,ROBUST,0.0093,0.5736,0.0268,0.6169,0.1054,0.7237
303,WAT,WAT,US Equity,26.5,2000-01-03,0.1089,1140,ROBUST,0.0181,0.6071,0.0509,0.6448,0.105,0.7412
304,EXH1.DE,iSh Core MSCI Europe,UCITS ETF,18.7,2008-01-02,0.0403,492,THIN,0.0145,0.639,0.0414,0.6324,0.1039,0.7967
305,ROK,ROK,US Equity,26.5,2000-01-03,0.151,1140,ROBUST,0.0172,0.5845,0.0261,0.6056,0.1034,0.6377
306,ACGL,ACGL,US Equity,26.5,2000-01-03,0.1805,1140,ROBUST,0.0117,0.5751,0.0344,0.6697,0.103,0.757
307,FANG,FANG,US Equity,13.8,2012-10-12,0.2122,492,THIN,0.0084,0.5483,0.019,0.5634,0.1027,0.5305
308,LDOS,LDOS,US Equity,19.8,2006-10-17,0.0956,752,MODERATE,0.0057,0.5335,0.0439,0.6215,0.1019,0.8311
309,KLAC,KLAC,US Equity,26.5,2000-01-03,0.1722,1140,ROBUST,0.023,0.6093,0.0828,0.727,0.1009,0.6491
310,SYK,SYK,US Equity,26.5,2000-01-03,0.129,1140,ROBUST,0.0132,0.5889,0.0167,0.5777,0.0999,0.6368
311,HSIC,HSIC,US Equity,26.5,2000-01-03,0.1441,1140,ROBUST,0.0074,0.5583,0.0219,0.6086,0.0998,0.7561
312,SO,SO,US Equity,26.5,2000-01-03,0.1238,1140,ROBUST,0.0115,0.6166,0.037,0.7006,0.0998,0.9693
313,CPAY,CPAY,US Equity,15.6,2010-12-15,0.1875,492,THIN,0.0092,0.5387,0.0194,0.5442,0.0993,0.6911
314,BAX,BAX,US Equity,26.5,2000-01-03,0.0384,1140,ROBUST,0.0145,0.5889,0.0125,0.5324,0.0988,0.6053
315,EOG,EOG,US Equity,26.5,2000-01-03,0.1612,1140,ROBUST,0.0093,0.5394,0.0106,0.5407,0.0986,0.6789
316,BXP,BXP,US Equity,26.5,2000-01-03,0.0791,1140,ROBUST,0.0095,0.5452,0.0562,0.6094,0.0976,0.6439
317,DGX,DGX,US Equity,26.5,2000-01-03,0.1541,1140,ROBUST,0.0158,0.5918,0.05,0.7044,0.0975,0.7175
318,DIS,DIS,US Equity,26.5,2000-01-03,0.0595,1140,ROBUST,-0.0001,0.4985,0.0109,0.5468,0.0969,0.6167
319,PRU,PRU,US Equity,24.6,2001-12-13,0.0927,1140,ROBUST,0.012,0.5809,0.0311,0.6637,0.0963,0.6368
320,CINF,CINF,US Equity,26.5,2000-01-03,0.1085,1140,ROBUST,0.0088,0.578,0.0222,0.6335,0.0962,0.6719
321,AEE,AEE,US Equity,26.5,2000-01-03,0.094,1140,ROBUST,0.0078,0.5875,0.0268,0.6425,0.0962,0.7842
322,LII,LII,US Equity,26.5,2000-01-03,0.1747,1140,ROBUST,0.0203,0.6137,0.0575,0.629,0.0959,0.6491
323,WRB,WRB,US Equity,26.5,2000-01-03,0.1866,1140,ROBUST,0.0133,0.6064,0.026,0.5988,0.0945,0.5693
324,BR,BR,US Equity,19.3,2007-03-22,0.1373,640,MODERATE,0.0026,0.5218,0.013,0.5424,0.0926,0.6125
325,FLEX,FLEX,US Equity,26.5,2000-01-03,0.0772,1140,ROBUST,0.0118,0.5678,0.0454,0.6312,0.0912,0.6526
326,PSA,PSA,US Equity,26.5,2000-01-03,0.1484,1140,ROBUST,0.0097,0.5634,0.037,0.6327,0.0895,0.7
327,CCI,CCI,US Equity,26.5,2000-01-03,0.0555,1140,ROBUST,0.0087,0.5459,0.0315,0.6139,0.0895,0.7009
328,MSFT,MSFT,US Equity,26.5,2000-01-03,0.1049,1140,ROBUST,0.01,0.562,0.0246,0.5935,0.0869,0.7053
329,MMM,MMM,US Equity,26.5,2000-01-03,0.0882,1140,ROBUST,0.0178,0.6217,0.0413,0.6267,0.0856,0.7816
330,PG,PG,US Equity,26.5,2000-01-03,0.0665,1140,ROBUST,0.0081,0.5889,0.0158,0.5867,0.0848,0.7281
331,HST,HST,US Equity,26.5,2000-01-03,0.0747,1140,ROBUST,0.0116,0.5692,0.0522,0.6538,0.0839,0.6114
332,XYZ,XYZ,US Equity,10.7,2015-11-19,0.1835,492,THIN,0.0109,0.5276,0.0635,0.5855,0.0839,0.626
333,HUBB,HUBB,US Equity,26.5,2000-01-03,0.1476,1140,ROBUST,0.0119,0.5685,0.0282,0.5799,0.0834,0.7018
334,CDNS,CDNS,US Equity,26.5,2000-01-03,0.1084,1140,ROBUST,0.0124,0.5736,0.0338,0.5905,0.0828,0.6886
335,WTW,WTW,US Equity,25.1,2001-06-12,0.107,1140,ROBUST,0.0079,0.5736,0.0139,0.543,0.0816,0.6246
336,RMD,RMD,US Equity,26.5,2000-01-03,0.1612,1140,ROBUST,0.0113,0.5488,0.0322,0.5875,0.0815,0.6605
337,EW,EW,US Equity,26.3,2000-03-27,0.1719,1140,ROBUST,0.0101,0.5824,0.017,0.5988,0.0802,0.7175
338,PEP,PEP,US Equity,26.5,2000-01-03,0.0785,1140,ROBUST,0.0062,0.5569,0.0184,0.6184,0.0801,0.7263
339,DRI,DRI,US Equity,26.5,2000-01-03,0.1469,1140,ROBUST,0.007,0.5423,0.0373,0.5958,0.0801,0.6886
340,ED,ED,US Equity,26.5,2000-01-03,0.093,1140,ROBUST,0.0094,0.5955,0.0272,0.6448,0.08,0.7877
341,EXI3.DE,iSh STOXX 600 Financials,UCITS ETF,18.7,2008-01-02,0.0778,492,THIN,0.0139,0.6653,0.0395,0.7735,0.0798,0.8618
342,PCG,PCG,US Equity,26.5,2000-01-03,0.0149,1140,ROBUST,0.011,0.5889,0.0465,0.6772,0.0792,0.5921
343,DHR,DHR,US Equity,26.5,2000-01-03,0.1526,1140,ROBUST,0.0096,0.5692,0.031,0.6237,0.0788,0.6667
344,EXV6.DE,iSh STOXX 600 Energy,UCITS ETF,18.7,2008-01-02,0.0378,492,THIN,0.0185,0.5795,0.0464,0.6662,0.0785,0.6911
345,ESS,ESS,US Equity,26.5,2000-01-03,0.1255,1140,ROBUST,0.0152,0.6217,0.0471,0.6259,0.0751,0.6088
346,JNJ,JNJ,US Equity,26.5,2000-01-03,0.0949,1140,ROBUST,0.0058,0.5452,0.029,0.6192,0.0751,0.8368
347,SHW,SHW,US Equity,26.5,2000-01-03,0.1798,1140,ROBUST,0.0097,0.5576,0.0203,0.5995,0.0746,0.6342
348,WM,WM,US Equity,26.5,2000-01-03,0.1269,1140,ROBUST,0.0106,0.5838,0.0188,0.598,0.0737,0.7395
349,MCO,MCO,US Equity,26.5,2000-01-03,0.1642,1140,ROBUST,0.0192,0.6064,0.0446,0.598,0.0736,0.5711
350,TFC,TFC,US Equity,26.5,2000-01-03,0.066,1140,ROBUST,0.0079,0.5554,0.0246,0.6395,0.0721,0.7219
351,DOV,DOV,US Equity,26.5,2000-01-03,0.0966,1140,ROBUST,0.0099,0.5627,0.019,0.6094,0.0718,0.6912
352,SOLV,SOLV,US Equity,2.4,2024-03-26,0.0156,340,THIN,0.0007,0.5017,0.018,0.5608,0.0716,0.8088
353,ON,ON,US Equity,26.2,2000-05-02,0.0462,1140,ROBUST,0.0051,0.5146,0.0387,0.5664,0.071,0.5289
354,CTSH,CTSH,US Equity,26.5,2000-01-03,0.1401,1140,ROBUST,0.0065,0.5313,0.0358,0.5777,0.071,0.607
355,EXPD,EXPD,US Equity,26.5,2000-01-03,0.1227,1140,ROBUST,0.018,0.5999,0.0297,0.6267,0.0704,0.6833
356,AMAT,AMAT,US Equity,26.5,2000-01-03,0.1256,1140,ROBUST,0.0181,0.5809,0.0502,0.6373,0.0702,0.6702
357,ORLY,ORLY,US Equity,26.5,2000-01-03,0.2014,1140,ROBUST,0.0067,0.5386,0.0307,0.589,0.0699,0.657
358,ERIC-B.ST,Ericsson B,Swedish,26.8,2000-01-03,-0.0377,1138,ROBUST,0.0134,0.5762,0.0214,0.5468,0.0676,0.6494
359,DLTR,DLTR,US Equity,26.5,2000-01-03,0.0979,1140,ROBUST,0.0135,0.5437,0.0117,0.5196,0.0658,0.543
360,UHS,UHS,US Equity,26.5,2000-01-03,0.1205,1140,ROBUST,0.0041,0.5248,0.0276,0.5701,0.0655,0.6386
361,STE,STE,US Equity,26.5,2000-01-03,0.1393,1140,ROBUST,-0.0014,0.4891,0.0226,0.6026,0.0646,0.7439
362,NFLX,NFLX,US Equity,24.2,2002-05-23,0.3045,1140,ROBUST,0.0059,0.5248,0.0467,0.5867,0.0646,0.5807
363,FISV,FISV,US Equity,26.5,2000-01-03,0.0841,1139,ROBUST,0.0037,0.5211,0.0069,0.5173,0.0646,0.5917
364,NOW,NOW,US Equity,14.1,2012-06-29,0.2529,492,THIN,-0.0023,0.489,-0.0086,0.4897,0.0644,0.5528
365,ITW,ITW,US Equity,26.5,2000-01-03,0.1108,1140,ROBUST,0.0059,0.5554,0.026,0.5973,0.0638,0.7491
366,COIN,COIN,US Equity,5.3,2021-04-14,-0.1425,492,THIN,-0.0223,0.471,-0.0307,0.4735,0.063,0.565
367,ADP,ADP,US Equity,26.5,2000-01-03,0.097,1140,ROBUST,-0.0012,0.4854,0.0123,0.5754,0.0629,0.6184
368,RCL,RCL,US Equity,26.5,2000-01-03,0.0905,1140,ROBUST,0.0025,0.5095,0.0243,0.5792,0.0627,0.6079
369,XYL,XYL,US Equity,14.8,2011-10-13,0.1297,492,THIN,0.0094,0.5566,0.0055,0.5118,0.0623,0.6077
370,EXV3.DE,iSh STOXX 600 HC,UCITS ETF,18.7,2008-01-02,0.0739,492,THIN,0.0057,0.5367,0.0268,0.6294,0.0621,0.7012
371,CARR,CARR,US Equity,6.4,2020-03-19,0.3175,492,THIN,0.0011,0.5055,0.0585,0.6298,0.0609,0.6098
372,JKHY,JKHY,US Equity,26.5,2000-01-03,0.11,1140,ROBUST,0.0024,0.516,0.0167,0.5747,0.0606,0.6763
373,EQR,EQR,US Equity,26.5,2000-01-03,0.0955,1140,ROBUST,0.0116,0.559,0.0223,0.5732,0.0606,0.5711
374,FIS,FIS,US Equity,25.1,2001-06-20,0.0652,1140,ROBUST,0.0065,0.5299,0.0257,0.5588,0.0597,0.6
375,PNR,PNR,US Equity,26.5,2000-01-03,0.088,1140,ROBUST,-0.0001,0.4993,0.0124,0.5339,0.0589,0.6272
376,TECH,TECH,US Equity,26.5,2000-01-03,0.0977,1140,ROBUST,0.0055,0.5343,0.0327,0.6214,0.0573,0.6035
377,EA,EA,US Equity,26.5,2000-01-03,0.0842,1139,ROBUST,0.0092,0.5894,0.0155,0.5842,0.056,0.6277
378,LLY,LLY,US Equity,26.5,2000-01-03,0.1454,1140,ROBUST,0.004,0.527,0.0293,0.5837,0.0559,0.6333
379,ADI,ADI,US Equity,26.5,2000-01-03,0.1037,1140,ROBUST,-0.0008,0.4971,0.0324,0.6109,0.0556,0.5711
380,FITB,FITB,US Equity,26.5,2000-01-03,0.0368,1140,ROBUST,0.0068,0.5415,0.023,0.6026,0.0552,0.6009
381,TXN,TXN,US Equity,26.5,2000-01-03,0.086,1140,ROBUST,0.0064,0.5241,0.0326,0.5784,0.0538,0.6289
382,SYY,SYY,US Equity,26.5,2000-01-03,0.0848,1140,ROBUST,0.0013,0.5146,-0.0008,0.497,0.0532,0.5886
383,MSCI,MSCI,US Equity,18.7,2007-11-15,0.1875,492,THIN,0.0012,0.5124,0.0114,0.5442,0.0518,0.7337
384,DVA,DVA,US Equity,26.5,2000-01-03,0.1789,1140,ROBUST,0.0076,0.535,0.0431,0.6252,0.0513,0.643
385,IEX,IEX,US Equity,26.5,2000-01-03,0.1304,1140,ROBUST,0.0123,0.562,0.0262,0.5769,0.0512,0.6272
386,GIS,GIS,US Equity,26.5,2000-01-03,0.0608,1140,ROBUST,-0.0009,0.4905,0.0027,0.5181,0.0504,0.6202
387,VRSK,VRSK,US Equity,16.8,2009-10-07,0.1259,492,THIN,-0.0043,0.471,0.0051,0.5133,0.0504,0.5224
388,BALL,BALL,US Equity,26.5,2000-01-03,0.1409,1140,ROBUST,0.0152,0.5816,0.0422,0.5943,0.0496,0.6088
389,RVTY,RVTY,US Equity,26.5,2000-01-03,0.0762,1140,ROBUST,0.0056,0.5226,0.0208,0.5498,0.0496,0.6105
390,ULTA,ULTA,US Equity,18.7,2007-10-25,0.1676,504,THIN,0.0077,0.5231,0.004,0.5058,0.0486,0.5575
391,HAL,HAL,US Equity,26.5,2000-01-03,0.0366,1140,ROBUST,0.0063,0.5241,0.0197,0.5407,0.0473,0.543
392,MAA,MAA,US Equity,26.5,2000-01-03,0.1245,1140,ROBUST,0.0122,0.5678,0.0183,0.5581,0.0468,0.5746
393,VICI,VICI,US Equity,8.6,2018-01-02,0.0894,492,THIN,-0.0002,0.4972,0.0092,0.5605,0.0463,0.6423
394,EXV4.DE,iSh STOXX 600 Industrials,UCITS ETF,18.7,2008-01-02,0.0736,492,THIN,0.009,0.5809,0.0201,0.6074,0.0438,0.687
395,NWSA,NWSA,US Equity,13.1,2013-06-19,0.06,492,THIN,0.0134,0.5912,0.0294,0.5885,0.0424,0.5894
396,AWK,AWK,US Equity,18.3,2008-04-23,0.1355,492,THIN,0.0024,0.5304,0.0056,0.5295,0.0422,0.687
397,AIG,AIG,US Equity,26.5,2000-01-03,-0.0834,1140,ROBUST,0.0049,0.5466,0.0144,0.5581,0.0414,0.643
398,CCL,CCL,US Equity,26.5,2000-01-03,0.0004,1140,ROBUST,-0.0047,0.4789,0.009,0.5271,0.0409,0.5711
399,HBAN,HBAN,US Equity,26.5,2000-01-03,0.0305,1140,ROBUST,0.0039,0.527,0.0093,0.5287,0.0399,0.5947
400,VEEV,VEEV,US Equity,12.8,2013-10-16,0.1484,492,THIN,0.0063,0.5318,-0.0024,0.4912,0.0385,0.624
401,NXPI,NXPI,US Equity,16.0,2010-08-06,0.2017,492,THIN,0.0011,0.5069,0.0314,0.5605,0.0384,0.5569
402,EXR,EXR,US Equity,21.9,2004-08-16,0.1671,1121,ROBUST,0.0081,0.5536,0.0269,0.6083,0.0375,0.5977
403,TAP,TAP,US Equity,26.5,2000-01-03,0.0421,1140,ROBUST,0.0066,0.551,0.0082,0.537,0.0372,0.5649
404,IP,IP,US Equity,26.5,2000-01-03,0.0262,1140,ROBUST,0.0113,0.5612,0.0149,0.5385,0.0366,0.557
405,FDS,FDS,US Equity,26.5,2000-01-03,0.1031,1140,ROBUST,0.0066,0.5415,0.0275,0.5822,0.0338,0.5632
406,A,A,US Equity,26.5,2000-01-03,0.0459,1140,ROBUST,0.0135,0.5671,0.0385,0.5807,0.0335,0.5737
407,UDR,UDR,US Equity,26.5,2000-01-03,0.1069,1140,ROBUST,0.0092,0.5649,0.0183,0.5618,0.0334,0.55
408,NCLH,NCLH,US Equity,13.5,2013-01-18,-0.0181,492,THIN,-0.0026,0.4903,0.0098,0.5162,0.0321,0.5711
409,EL,EL,US Equity,26.5,2000-01-03,0.0599,1140,ROBUST,-0.0071,0.4665,-0.0084,0.4842,0.0319,0.5526
410,AVB,AVB,US Equity,26.5,2000-01-03,0.1089,1140,ROBUST,0.0123,0.5984,0.0326,0.5792,0.0303,0.5316
411,QCOM,QCOM,US Equity,26.5,2000-01-03,0.0412,1140,ROBUST,0.0063,0.5343,0.0363,0.595,0.0296,0.5675
412,CRL,CRL,US Equity,26.1,2000-06-23,0.1003,1140,ROBUST,0.0117,0.5539,0.0352,0.6011,0.0292,0.5807
413,SWK,SWK,US Equity,26.5,2000-01-03,0.0768,1140,ROBUST,0.0171,0.5773,0.0195,0.5649,0.029,0.5544
414,FDX,FDX,US Equity,26.5,2000-01-03,0.0964,1140,ROBUST,0.0088,0.5423,0.0188,0.5716,0.0286,0.5412
415,ESSITY-B.ST,Essity B,Swedish,9.1,2017-06-15,0.0424,490,THIN,0.0027,0.5187,0.0081,0.5383,0.0271,0.5469
416,ACN,ACN,US Equity,25.0,2001-07-19,0.1181,1140,ROBUST,0.0083,0.5394,0.0077,0.5128,0.0253,0.5526
417,MGM,MGM,US Equity,26.5,2000-01-03,0.0539,1140,ROBUST,0.004,0.516,0.0294,0.5641,0.0226,0.5289
418,CPT,CPT,US Equity,26.5,2000-01-03,0.105,1140,ROBUST,0.0094,0.5743,0.0242,0.5882,0.0225,0.5298
419,INTU,INTU,US Equity,26.5,2000-01-03,0.0987,1140,ROBUST,-0.003,0.4825,0.0048,0.5143,0.022,0.5482
420,TSN,TSN,US Equity,26.5,2000-01-03,0.0675,1140,ROBUST,0.0074,0.5394,0.0164,0.5475,0.0219,0.5421
421,AES,AES,US Equity,26.5,2000-01-03,-0.0165,1140,ROBUST,0.0091,0.5641,0.0321,0.6192,0.0202,0.5237
422,MDT,MDT,US Equity,26.5,2000-01-03,0.0544,1140,ROBUST,0.0039,0.527,0.0077,0.5392,0.0202,0.5526
423,SJM,SJM,US Equity,26.5,2000-01-03,0.1033,1140,ROBUST,-0.0003,0.4971,-0.0063,0.4744,0.0191,0.5649
