,Base80%+Rot20%(n=1),Base80%+Rot20%(n=2),Base80%+Rot20%(n=3),Base70%+Rot30%(n=1),Base70%+Rot30%(n=2),Base70%+Rot30%(n=3),Base60%+Rot40%(n=1),Base60%+Rot40%(n=2),Base60%+Rot40%(n=3),Base50%+Rot50%(n=1),Base50%+Rot50%(n=2),Base50%+Rot50%(n=3)
2015-06-29,4.853359049393242,6.828725047901545,6.7920006952815255,3.9612026865619914,6.5685913475803455,6.488233723055188,3.1732036810583875,6.16364566960872,6.0334634449365945,2.5081532377533713,5.672833034903518,5.49353454986811
2015-06-30,4.864569474884293,6.836208176198181,6.799443579895726,3.971647774335766,6.57395034439627,6.493527159961662,3.1826086347647444,6.166948598226094,6.0366966124712595,2.51640728519768,5.674284675267449,5.494940308938432
2015-07-01,4.91382854465014,6.907391128933996,6.87024371624364,4.005447240466554,6.63272150617666,6.551579337914112,3.204550443002976,6.212999529071987,6.081774902619245,2.529689841757485,5.708300577905616,5.527881087423886
2015-07-02,4.9742076709141765,6.978018138776188,6.940490899515608,4.05835724454034,6.699814078933563,6.617851125896207,3.2498353268957585,6.275166407856752,6.142628756124016,2.5677701485693993,5.764792670723744,5.582587662036833
2015-07-06,4.890862034170052,6.896978987966613,6.8598875709612095,3.978942753661362,6.6203875614700225,6.539396281951378,3.17710169246594,6.199258385858991,6.068323985789934,2.503079569098082,5.693665983003145,5.51370904107149
2015-07-07,4.8812391594674684,6.84393731116806,6.807131148178397,3.9760146351867447,6.55868242539526,6.4784460228195675,3.178676625946719,6.13137416896827,6.001873549951639,2.5074032171623934,5.622038057799326,5.444345024993192
2015-07-08,4.762507696227174,6.712769019705632,6.67666826959384,3.872302665620547,6.4383517936317025,6.359587469803867,3.0901671210755457,6.023903935363378,5.896673192787844,2.4331712255064897,5.528099029288291,5.353375081839349
2015-07-09,4.698800823523148,6.636713834354406,6.601022103118881,3.823398592057514,6.376807821943271,6.2987964034351664,3.053450853498844,5.976989770117405,5.850749900594564,2.406080072825651,5.49483625471407,5.321163627664043
2015-07-10,4.789571758697525,6.7707357270624655,6.734323236503335,3.88766978035137,6.4923820008952555,6.412956692256743,3.097121405090814,6.072945993010266,5.944679434213426,2.4344576242242564,5.571678252735395,5.395576917886716
2015-07-13,4.796392442180847,6.7683738241298155,6.7319740357011035,3.900124299869945,6.495915354786133,6.416446820452756,3.112554734058949,6.081674646865462,5.953223730362457,2.450920998999449,5.584662336178862,5.408150619696057
2015-07-14,4.862875724471168,6.843584782706973,6.806780515587978,3.9563753451683494,6.562819436394635,6.4825324232147885,3.159195336709782,6.139369664777266,6.009700173069445,2.4890241268073448,5.633103644323829,5.455060866886103
2015-07-15,4.809958126550655,6.7695017938717665,6.733095939309442,3.9097899084829644,6.486102684126137,6.406754194238023,3.119175920215592,6.062295817880802,5.934254201198713,2.4552719163407604,5.557516054747294,5.381862337628313
2015-07-16,4.8365984796805135,6.822005288641522,6.785317074364583,3.915819934715563,6.517678625344844,6.437943847515495,3.11152144680204,6.07430282371055,5.94600760732232,2.43943467801567,5.552475175629665,5.376980783134461
2015-07-17,4.792098225622003,6.766563873056679,6.73017381840418,3.874328363235084,6.459116901911471,6.380098545721737,3.074211089718861,6.014511841432329,5.887479469066216,2.4067799588464385,5.493055502439607,5.319439158763878
2015-07-20,4.792166634126217,6.762194285500041,6.7258277301498435,3.8751223972903395,6.454045798405315,6.375089480148818,3.0754273085018786,6.0089517014672555,5.882036764695098,2.4081910348441444,5.487211988481282,5.313780337919833
